t,q_actual_0,dq_actual_0,tau_est_0,q_cmd_0,q_ref_0,dq_ref_0,q_actual_1,dq_actual_1,tau_est_1,q_cmd_1,q_ref_1,dq_ref_1,q_actual_2,dq_actual_2,tau_est_2,q_cmd_2,q_ref_2,dq_ref_2,q_actual_3,dq_actual_3,tau_est_3,q_cmd_3,q_ref_3,dq_ref_3,q_actual_4,dq_actual_4,tau_est_4,q_cmd_4,q_ref_4,dq_ref_4,q_actual_5,dq_actual_5,tau_est_5,q_cmd_5,q_ref_5,dq_ref_5,q_actual_6,dq_actual_6,tau_est_6,q_cmd_6,q_ref_6,dq_ref_6,q_actual_7,dq_actual_7,tau_est_7,q_cmd_7,q_ref_7,dq_ref_7,q_actual_8,dq_actual_8,tau_est_8,q_cmd_8,q_ref_8,dq_ref_8,q_actual_9,dq_actual_9,tau_est_9,q_cmd_9,q_ref_9,dq_ref_9,q_actual_10,dq_actual_10,tau_est_10,q_cmd_10,q_ref_10,dq_ref_10,q_actual_11,dq_actual_11,tau_est_11,q_cmd_11,q_ref_11,dq_ref_11
0.64,-0.292534,-0.561951,0.173168,-0.150468,-0.325228,0.788327,0.790621,1.13165,-0.173168,0.858463,0.815355,1.1964,-1.2746,-0.287126,-0.995716,-1.36474,-1.27148,-1.42076,0.24303,0.453436,0,0.161125,0.282979,-0.955217,0.760071,1.29055,-0.964793,0.890956,0.787537,1.21548,-1.27607,-0.503481,-0.47415,-1.42941,-1.3378,-1.64709,-0.328408,-0.899122,0.56898,-0.160113,-0.351114,0.96022,0.757432,1.67035,-0.841102,0.880742,0.856359,1.14366,-1.27021,-0.509547,0.142245,-1.37568,-1.25635,-1.29393,0.175325,0.937877,-0.544242,0.153064,0.247532,-0.456448,0.823527,2.38345,-1.03901,0.967898,0.892722,1.14269,-1.28113,-0.507525,-1.09055,-1.37072,-1.27751,-1.19206
0.66,-0.288537,0.895246,1.90485,-0.0075886,-0.297392,2.2167,0.810574,0.775105,0.14843,0.718159,0.832094,0.424808,-1.28711,-0.90384,-1.13796,-1.41094,-1.30624,-2.23565,0.240396,0.344922,-2.07802,0.0351598,0.253764,-2.09761,0.794285,2.10053,-0.0247383,0.794271,0.806657,0.628644,-1.29462,-1.73893,-2.08626,-1.73524,-1.37156,-1.87421,-0.328196,0.829362,2.54804,0.0549865,-0.319114,2.47672,0.79216,1.54633,0.0742148,0.841239,0.870089,0.165276,-1.28103,-1.11008,-1.32762,-1.64564,-1.29013,-2.28041,0.188859,0.639461,-1.38534,0.0979539,0.228385,-1.58677,0.865704,1.95714,0.123691,0.958636,0.905601,0.00298917,-1.29468,-0.841157,-1.46987,-1.53696,-1.30758,-2.03907
0.68,-0.244453,1.67035,3.33967,0.627442,-0.23656,4.03552,0.840397,5.75903,-8.83157,0.496992,0.832348,-0.421855,-1.31087,-2.05032,0.142245,-3.0683,-1.36091,-3.53303,0.25284,1.61222,-6.28352,-0.30143,0.199075,-3.49833,0.866406,3.97241,-5.66507,1.03766,0.812683,-0.0806034,-1.36566,-7.47538,-0.142245,-3.37525,-1.41277,-2.62857,-0.303974,0.515445,7.1741,0.339515,-0.252045,4.37481,0.850838,3.52285,-3.8097,1.25725,0.86297,-0.930816,-1.34473,-6.48459,0.616396,-2.60132,-1.34756,-3.73514,0.199971,1.78662,-3.88391,0.110185,0.184061,-3.00489,0.939914,3.91428,-3.56231,1.15413,0.892841,-1.38397,-1.37082,-5.74858,3.88803,-2.95699,-1.35907,-3.43663
0.7,-0.211299,2.57335,14.2987,0.525914,-0.135971,5.91341,0.925962,7.29374,-16.5499,0.442109,0.81522,-1.3093,-1.54329,-20.7984,-15.2202,-2.43704,-1.44756,-5.2282,0.278092,-1.62772,-10.4148,-0.206721,0.113831,-4.97608,0.962628,7.20847,-5.78876,0.848735,0.803432,-0.818853,-1.62588,-21.9146,-7.63382,-2.26125,-1.4767,-3.92866,-0.282144,4.81728,7.59465,0.236004,-0.144122,6.29913,0.948029,5.80166,0.420551,0.622118,0.832856,-2.07521,-1.54953,-17.3691,-6.63811,-2.0289,-1.43953,-5.56539,0.231278,0.852615,-3.1665,-0.305339,0.108189,-4.60153,1.0163,4.66226,-1.73168,0.581294,0.850242,-2.82143,-1.5759,-20.4041,-10.7632,-2.06981,-1.44504,-5.27182
0.72,-0.0373248,11.4987,0.173168,-0.372805,-2.3871e-05,3.7614,0.899257,-7.42163,-2.02854,1.20888,0.779976,1.78038,-1.90173,-16.1397,7.8709,-1.08784,-1.57004,-7.57767,0.16885,-9.18112,1.4843,0.334556,3.13037e-05,-2.483,0.991179,-1.93776,-0.766887,0.694361,0.779929,1.98343,-1.96612,-11.9481,9.95716,-0.924151,-1.56991,-6.70358,-0.156583,8.01071,0.0247383,-0.0678886,-7.9578e-05,3.93858,0.977428,-1.90288,-5.21978,0.576324,0.779961,1.10734,-1.81707,-8.66634,8.01314,-1.22733,-1.57018,-7.3269,0.189283,-6.64652,-2.8449,0.14382,4.3201e-08,-2.36778,1.01779,-5.35985,-3.11702,0.736316,0.779984,0.567721,-1.89359,-10.7288,11.427,-1.12316,-1.56995,-7.01007
0.74,0.110672,3.13917,-12.7897,-0.353516,0.0144848,0.872638,0.804791,-1.02701,9.07895,0.754853,0.886435,4.64817,-2.00227,5.70005,21.4316,-1.67111,-1.75067,-7.74891,0.0308454,-3.40659,9.57372,0.489145,0.0145111,0.867681,0.924569,-4.00342,-0.667934,0.844807,0.88277,4.46945,-1.99133,10.2071,17.2591,-1.67544,-1.74484,-7.48358,-0.0285695,4.41422,-5.02187,-0.241603,0.0134214,0.814168,0.89801,-5.35985,-1.08848,1.03019,0.87715,4.26054,-1.84431,5.98516,10.4787,-2.05432,-1.73261,-7.00707,0.0705644,-6.42562,7.86677,0.127984,0.0134783,0.809889,0.90455,-5.8908,2.647,1.01284,0.872951,4.04796,-1.90653,7.62905,14.1771,-1.92884,-1.72545,-6.67308
0.76,0.0902647,2.87564,-12.8392,-0.30996,0.0348816,1.19632,0.837551,4.18944,-6.35774,-0.135614,0.965903,3.32939,-1.86032,-2.50325,18.5393,-1.67964,-1.87999,-5.45758,-0.00261127,-1.05027,11.0828,0.440453,0.0347386,1.18031,0.940343,6.04194,-8.23785,0.69783,0.958706,3.16138,-1.88094,-9.80878,29.5396,-1.93092,-1.86925,-5.22034,0.0155752,0.670466,-5.78876,0.169359,0.0324871,1.13444,0.841876,0.678217,2.82016,1.06236,0.950383,3.03767,-1.75693,-1.14446,-8.62954,-2.06989,-1.85046,-4.9308,0.0321422,1.20529,0.692672,0.0881001,0.0323956,1.11999,0.849021,1.22079,2.07802,1.00092,0.941903,2.83554,-1.76608,1.07773,-7.44416,-2.11556,-1.83687,-4.62425
0.78,0.134288,-1.4572,-7.71834,-0.0141399,0.0623378,1.52072,0.900226,2.79813,-24.4414,0.463655,1.01961,2.19145,-1.95517,-0.940236,12.9917,-1.66857,-1.96897,-3.6984,0.0399287,1.55409,6.82777,0.280518,0.0617236,1.48561,1.0342,4.29796,-11.4538,0.608075,1.00922,2.0599,-2.0188,-4.01976,11.3796,-1.95833,-1.95366,-3.49382,0.0404633,-0.534822,3.33967,0.072462,0.0587988,1.47988,0.945637,4.89091,-2.82016,0.928435,0.998657,1.96814,-1.8505,-6.44618,3.69837,-2.07853,-1.92984,-3.30866,0.0329294,0.511569,0.593719,0.0481902,0.0582778,1.4473,0.944516,6.75116,-5.46716,0.970438,0.986372,1.81523,-1.8628,-7.2388,4.64667,-2.10751,-1.91042,-3.05985
0.8,0.14979,0.511569,-3.8097,-0.236588,0.0957104,1.76543,0.969955,2.53459,-13.1113,0.403652,1.05356,1.37322,-1.98664,-1.85823,16.6427,-1.86539,-2.02793,-2.40226,0.0184922,-0.317793,5.66507,0.575412,0.0941631,1.70569,1.09582,2.9919,-13.1113,0.42994,1.0411,1.31323,-2.05892,-1.15659,6.3062,-1.93264,-2.00901,-2.26991,0.0470033,0.530947,0,0.152598,0.0916823,1.76263,1.00189,1.27505,-2.82016,1.02285,1.02911,1.2753,-1.93988,-3.52841,1.09055,-2.07805,-1.98281,-2.24096,0.0336864,-0.63171,0.964793,0.242508,0.0902874,1.70584,1.0289,3.18568,-4.60132,1.0423,1.01451,1.21502,-1.9643,-3.5729,1.04313,-2.03475,-1.95926,-2.10727
0.82,0.140465,-0.0116266,-7.96573,-0.030144,0.132955,1.9091,1.01467,2.2323,-15.2883,0.379367,1.07454,0.8643,-2.023,-2.54369,11.5693,-1.75022,-2.06506,-1.46295,0.0378092,1.98427,9.15316,0.516744,0.129951,1.82502,1.13636,1.62384,-16.451,0.554537,1.06175,0.896421,-2.08481,-1.28802,8.58212,-1.99706,-2.04445,-1.44615,0.0557232,1.22467,0.791625,0.218,0.129304,1.9471,1.05645,3.10817,-3.58705,0.941992,1.04967,0.923255,-1.98992,-2.27072,0.711226,-2.06082,-2.01948,-1.5838,0.0474021,1.51921,2.62226,0.264162,0.126512,1.86527,1.09021,3.08492,-3.88391,1.05882,1.03497,0.977021,-2.00499,-1.50438,1.70694,-2.06078,-1.99471,-1.61127
0.84,0.180734,3.82514,-8.21311,-0.143007,0.172074,1.96295,1.03417,0.18215,-13.8782,0.685647,1.08813,0.585988,-2.03946,0.0687484,11.996,-1.96451,-2.08645,-0.785714,0.075202,2.34082,6.77829,0.523696,0.167164,1.86068,1.15332,0.538698,-12.8886,0.624424,1.07696,0.710282,-2.10015,-0.527745,5.26307,-1.99076,-2.06685,-0.913852,0.0890588,2.30594,0.371074,0.167988,0.169566,2.03085,1.09378,1.20916,-4.3292,0.983285,1.06604,0.783101,-2.02799,-1.79959,2.46558,-2.02508,-2.04616,-1.15619,0.0732894,2.16642,1.70694,0.25988,0.164898,1.92907,1.12176,1.04252,-2.3254,1.08066,1.05359,0.945419,-2.0384,-1.42147,1.80177,-2.03674,-2.02372,-1.36132
0.86,0.211254,0.298415,-7.79256,0.142405,0.211473,1.94696,1.04574,0.244158,-7.64413,1.01482,1.09798,0.442639,-2.05636,-1.93709,7.8709,-1.7933,-2.09649,-0.299716,0.109385,1.58121,6.87724,0.348745,0.204378,1.83612,1.15453,-0.527071,-10.5385,1.0965,1.09017,0.644851,-2.10702,-0.25073,5.21565,-2.03121,-2.08101,-0.580353,0.117459,1.15103,-0.0742148,0.2857,0.210538,2.02514,1.10762,0.0426308,-2.62226,1.03202,1.08099,0.720552,-2.05221,-0.798695,2.65524,-1.89338,-2.06573,-0.815392,0.107291,1.50758,1.58325,0.363711,0.203675,1.91285,1.13112,0.139519,-1.11322,1.12651,1.07279,0.967196,-2.05418,-0.485283,1.61211,-1.9729,-2.04916,-1.18287
0.88,0.247587,3.08104,-5.41768,0.13958,0.249953,1.87709,1.05249,-0.32942,-0.420551,1.12662,1.10584,0.353956,-2.06565,0.509547,10.3839,-1.97408,-2.09844,0.0449061,0.138936,1.20916,3.06755,0.422704,0.240609,1.76796,1.16079,0.116266,-1.38534,1.12201,1.10275,0.614527,-2.11293,-0.549987,4.50443,-1.97903,-2.09007,-0.373352,0.159182,2.5656,0,0.155333,0.250572,1.94365,1.10399,-0.790607,-0.692672,1.03254,1.09486,0.637934,-2.05788,0.135475,6.82777,-1.97072,-2.07878,-0.477254,0.144654,1.63547,2.77069,0.361404,0.241413,1.83193,1.12985,-0.0581329,0,1.07277,1.09228,0.937238,-2.05974,-0.141541,3.98286,-1.95438,-2.07103,-0.967598
0.9,0.27632,0.654964,-3.4881,0.171224,0.286557,1.76007,1.04747,-0.375926,2.0038,1.21161,1.11214,0.270355,-2.07279,-1.03729,6.25879,-1.89507,-2.0947,0.285292,0.172786,1.27505,3.85917,0.407305,0.275097,1.66163,1.15371,-0.321668,-0.346336,1.14074,1.11475,0.57058,-2.11625,-0.0303302,5.78464,-2.00724,-2.09594,-0.237769,0.184827,0.840989,-1.4843,0.214635,0.288284,1.79743,1.09163,-0.275162,-0.989531,1.24064,1.10651,0.488663,-2.06505,-0.748145,5.45273,-1.7824,-2.08482,-0.111967,0.175113,1.8215,2.10275,0.497354,0.276952,1.69665,1.11967,-0.697594,-0.222645,1.19961,1.11028,0.811273,-2.06633,-0.355874,5.26307,-1.85023,-2.08786,-0.674158
0.92,0.299271,1.77111,-4.50237,0.232085,0.320356,1.592,1.03835,-0.639461,4.18077,1.16294,1.11665,0.174367,-2.07693,0.0788585,7.58641,-1.92767,-2.08702,0.454766,0.195888,1.5037,2.82016,0.417784,0.307074,1.5115,1.14759,-0.240282,0.14843,1.12962,1.12558,0.498673,-2.11832,-0.159739,4.78892,-1.97604,-2.09958,-0.129628,0.221432,2.08503,-2.22645,0.251368,0.322469,1.59285,1.09609,0.306166,2.77069,1.12495,1.11441,0.276256,-2.06365,0.283082,11.4744,-1.9354,-2.08326,0.270683,0.211506,1.96102,4.08182,0.470003,0.309279,1.5115,1.12131,-0.0968881,1.78116,1.15663,1.12473,0.601676,-2.06695,-0.137497,9.38818,-1.83748,-2.098,-0.314212
0.94,0.33306,1.56184,-3.71074,0.212054,0.350237,1.36027,1.02491,-0.600706,3.38914,1.18698,1.11911,0.0721008,-2.07739,0.0545943,6.21137,-1.91,-2.07651,0.590611,0.226408,1.49595,2.39961,0.434702,0.335557,1.30389,1.13972,-0.403054,0.222645,1.11291,1.13469,0.407612,-2.11898,0.00404402,5.87947,-1.98655,-2.10113,-0.00830889,0.257129,1.58509,-1.78116,0.236081,0.351998,1.33109,1.07952,-0.530947,1.31113,1.25592,1.11756,0.0423908,-2.07113,-0.384182,6.3062,-1.82754,-2.07399,0.640672,0.242299,1.75174,2.91912,0.520185,0.337412,1.27581,1.11495,-0.325544,1.1627,1.29917,1.13435,0.361183,-2.06821,0.0202201,9.62525,-1.71875,-2.10043,0.0706851
0.96,0.358948,1.40682,-4.60132,0.233243,0.374767,1.04934,1.01573,-0.387552,3.95813,1.15978,1.11954,-0.0215799,-2.07718,0.0181981,7.11226,-1.93598,-2.0634,0.740623,0.254233,1.46495,2.30066,0.422204,0.35923,1.02279,1.13064,-0.453436,0.0742148,1.08402,1.14188,0.312483,-2.11903,0.0121321,5.40531,-1.9935,-2.09991,0.172979,0.286559,1.53471,-2.59752,0.229114,0.375713,1.01005,1.07862,-0.317793,3.95813,1.28523,1.1161,-0.154606,-2.06902,0.137497,10.052,-1.80686,-2.05763,0.969279,0.277299,1.61609,3.53757,0.540236,0.360311,0.986065,1.11456,-0.0348797,3.88391,1.36914,1.13918,0.15645,-2.06554,-0.0505503,14.7461,-1.63521,-2.09517,0.43788
0.98,0.380414,0.84874,-4.05708,0.225234,0.39221,0.649516,1.01122,-0.0271287,3.04281,1.14156,1.11825,-0.101796,-2.07709,0.0889685,5.78464,-1.935,-2.04688,0.969273,0.276971,0.914624,2.07802,0.425239,0.376469,0.657419,1.12358,-0.120141,-0.766887,1.10477,1.14719,0.21401,-2.119,-0.0141541,5.12082,-1.95847,-2.09421,0.47785,0.313385,1.20529,-2.96859,0.207241,0.3924,0.628997,1.07753,-0.0542573,4.30446,1.25825,1.11138,-0.268719,-2.06772,0.135475,10.8106,-1.81937,-2.03522,1.25237,0.303611,1.15491,3.78496,0.543171,0.376854,0.639874,1.11925,0.201527,5.14556,1.42647,1.1406,0.034982,-2.06414,-0.0424623,17.8281,-1.54136,-2.08292,0.775105
1,0.397884,0.608457,-4.18077,0.203659,0.400747,0.166039,1.01192,0.0542573,2.54804,1.13642,1.11546,-0.194708,-2.07595,0.0606604,5.78464,-1.88574,-2.02463,1.36383,0.293987,0.569702,2.15223,0.456581,0.385527,0.209654,1.12658,0.282913,-0.692672,1.16235,1.15044,0.0768244,-2.11835,-0.00808805,6.63811,-1.85752,-2.0808,0.995165,0.333156,0.709221,-3.26545,0.199384,0.400873,0.193255,1.07825,0.104639,3.58705,1.18143,1.10535,-0.299579,-2.06709,0.103123,10.2416,-1.83081,-2.00753,1.53634,0.321565,0.759603,3.95813,0.537263,0.385906,0.239459,1.12648,0.170523,6.06088,1.41354,1.14058,-0.0106812,-2.06104,0.0505503,21.5738,-1.50462,-2.06417,1.13231
1.02,0.406423,0.32942,-4.60132,0.181504,0.398852,-0.374325,1.0158,0.189901,2.25118,1.10179,1.11046,-0.376293,-2.07148,0.355874,7.20709,-1.79657,-1.99233,2.03766,0.303706,0.166648,2.96859,0.52402,0.384855,-0.2995,1.13803,0.561951,-0.0742148,1.22719,1.15027,-0.186515,-2.11349,0.329588,10.052,-1.63196,-2.0544,1.83893,0.343632,0.492191,-3.46336,0.193518,0.40013,-0.283798,1.07774,0.081386,2.02854,1.11902,1.09939,-0.325322,-2.06207,0.497415,8.67695,-1.79085,-1.97377,1.94446,0.332435,0.461187,3.71074,0.474585,0.386433,-0.206945,1.13196,0.364299,5.54138,1.32488,1.14018,-0.0762552,-2.05809,0.353852,22.4273,-1.41661,-2.03762,1.64788
1.04,0.412751,0.337171,-5.19504,0.162386,0.385774,-0.919513,1.02055,0.240282,1.4843,1.05843,1.10041,-0.778082,-2.0612,0.669286,9.7675,-1.66586,-1.94312,3.12138,0.308823,0,4.47763,0.545985,0.373547,-0.82401,1.15607,0.829362,0.643195,1.11231,1.14298,-0.71283,-2.09521,1.17883,17.0694,-1.2941,-2.00724,3.12995,0.352988,0.488316,-3.8097,0.183828,0.389521,-0.779242,1.07704,0.0465063,0.791625,1.0265,1.09234,-0.524259,-2.05023,0.891707,9.10369,-1.69213,-1.92976,2.69047,0.336492,0.170523,2.67173,0.407724,0.377628,-0.682511,1.13445,0.22478,3.78496,1.14079,1.13753,-0.363278,-2.04589,1.13435,23.7549,-1.48959,-1.99825,2.5535
1.06,0.417565,0.186025,-5.54138,-0.0201354,0.362071,-1.39209,1.02464,-0.0542573,0.791625,1.03065,1.07934,-1.55958,-2.04118,1.5246,12.565,-1.44244,-1.86747,4.72354,0.308914,-0.437934,5.34347,0.63877,0.351895,-1.28964,1.15398,-0.651088,-0.173168,1.07472,1.12175,-1.64917,-2.05641,2.89552,26.3628,-0.913235,-1.9292,4.94715,0.362374,0.685968,-4.40341,0.033167,0.36896,-1.25266,1.07174,-0.73635,-0.222645,0.966376,1.07842,-1.1604,-2.02505,1.58728,10.4787,-1.47818,-1.86615,4.05223,0.338732,0.174399,1.18744,0.438143,0.359132,-1.15084,1.12963,-0.127892,0.371074,1.05733,1.12565,-1.15038,-2.02641,1.27589,19.3928,-1.27262,-1.93548,4.12952
1.08,0.410238,-0.445685,-8.55945,-0.195546,0.330091,-1.69865,1.02421,-0.608457,0.766887,0.942242,1.03803,-2.81133,-1.99513,3.03504,16.7375,-1.16799,-1.75418,6.82367,0.308188,-0.612333,7.59465,0.669056,0.321961,-1.60213,1.14269,-0.914624,-0.420551,0.850219,1.07701,-3.04983,-1.99355,4.00358,37.3631,-0.366325,-1.80935,7.22226,0.365099,0.0968881,-7.12463,-0.136314,0.339414,-1.62974,1.06069,-0.635586,-1.38534,0.87153,1.04593,-2.47481,-1.97763,2.86924,15.2676,-1.1835,-1.76767,6.24938,0.344334,-0.205403,2.25118,0.380265,0.331595,-1.53644,1.12346,-1.05414,-0.272121,0.986347,1.09151,-2.65832,-1.97743,3.00673,23.186,-1.06136,-1.83307,6.56107
1.1,0.388559,-1.65485,-10.5138,-0.17664,0.330091,-1.69865,1.00296,-1.868,0.544242,0.926782,1.03803,-2.81133,-1.9212,4.98628,21.6213,-1.23714,-1.75418,6.82367,0.293957,-1.70135,9.59845,0.502151,0.321961,-1.60213,1.10935,-2.50746,-2.91912,0.736546,1.07701,-3.04983,-1.90171,7.44909,48.4108,-0.953041,-1.80935,7.22226,0.354714,-0.875868,-9.42529,0.0920759,0.339414,-1.62974,1.03844,-1.79437,-1.58325,0.920249,1.04593,-2.47481,-1.90621,5.43315,19.3453,-1.371,-1.76767,6.24938,0.333918,-1.12778,2.12749,0.290596,0.331595,-1.53644,1.09942,-1.59672,-0.692672,0.933077,1.09151,-2.65832,-1.89901,5.03481,24.5136,-1.35674,-1.83307,6.56107
1.12,0.347351,-2.67411,-8.1389,0.21111,0.259939,-1.47398,0.965807,-2.27881,1.4843,0.820633,0.866031,-5.0416,-1.81524,6.79801,9.7675,-1.35187,-1.39392,9.46409,0.267343,-0.124017,4.94766,-0.00669835,0.255052,-1.62953,1.05652,-2.36407,-4.10655,0.253845,0.891771,-5.50445,-1.79413,6.64838,20.0091,-0.84216,-1.42962,9.93789,0.334791,-2.08503,-2.94386,-0.0377704,0.267858,-1.72112,1.00886,-1.74399,-0.222645,0.918057,0.873389,-5.51476,-1.81227,5.72432,6.59069,-1.08719,-1.4071,10.0139,0.311029,-0.883619,0.445289,-0.1938,0.263094,-1.64355,1.06893,-1.12778,-1.60799,0.809841,0.905287,-5.71404,-1.82219,5.0793,8.77178,-0.71686,-1.45298,10.52
1.14,0.311594,-1.84862,-0.247383,0.074668,0.235166,-0.856134,0.917878,-2.81363,0.791625,0.673091,0.76522,-4.33956,-1.68295,6.34305,0.663811,-1.29923,-1.21596,6.64384,0.20367,-4.82503,0.420551,0.221364,0.222628,-1.76742,0.982429,-3.56161,-11.4291,0.234837,0.779581,-5.21636,-1.62263,9.85124,12.3753,-1.27306,-1.2428,6.8852,0.291343,-2.04628,-4.67554,0.282965,0.234926,-1.75752,0.973825,-2.47258,1.36061,0.631808,0.75884,-5.30522,-1.6843,7.98695,8.2028,-1.14116,-1.21562,7.02762,0.242783,-5.83266,-3.11702,0.0204196,0.231933,-1.37551,1.021,-3.94916,-0.272121,0.751221,0.790752,-4.68221,-1.67351,10.8724,16.4056,-1.28226,-1.25224,7.50649
1.16,0.256034,-2.86789,-0.791625,0.263341,0.225693,-0.217721,0.858897,-2.98028,-0.86584,0.707579,0.692448,-2.72659,-1.57454,6.11861,-0.331905,-1.17778,-1.12817,2.86789,0.182748,0.271287,0.445289,0.232642,0.184355,-2.01933,0.909854,-3.3097,-10.7364,0.324646,0.683117,-4.34823,-1.50513,4.04807,0.995716,-1.00651,-1.15421,2.86831,0.269634,-0.523196,0.964793,0.0447303,0.197557,-1.98072,0.891622,-4.46848,-0.667934,0.628473,0.66118,-4.39807,-1.54617,7.84136,0.995716,-1.23931,-1.126,2.87275,0.21623,-0.0542573,-3.8097,0.0454935,0.208074,-0.879229,0.949876,-2.55397,-1.55851,0.736714,0.717999,-2.55134,-1.5493,4.09458,2.13368,-1.12014,-1.15272,3.3388
1.18,0.221094,-1.81375,2.74595,0.279364,0.226457,0.249938,0.805094,-2.82526,0.766887,0.640819,0.656156,-1.01973,-1.46327,5.87799,0.0948301,-1.05582,-1.10125,0.548738,0.169426,-0.286789,1.4843,-0.0228786,0.141855,-2.2623,0.817992,-6.85193,-2.94386,0.62755,0.605652,-3.35369,-1.39427,7.64523,1.46987,-1.21787,-1.12806,0.524586,0.230727,-1.84087,-1.92959,-0.0309362,0.155697,-2.15702,0.810448,-4.18169,0.173168,0.419092,0.582917,-3.43621,-1.41872,4.98426,-2.41817,-1.15799,-1.10071,0.469956,0.190403,-1.6781,-1.28639,0.207593,0.196763,-0.398811,0.892045,-3.5151,0.0247383,0.726837,0.688698,-0.568816,-1.45136,6.00942,1.61211,-1.06611,-1.11869,0.901639
1.2,0.208075,-0.131768,1.55851,0.239791,0.235691,0.575189,0.753895,-2.88339,0.371074,0.758398,0.651659,0.454327,-1.35443,6.22173,0.142245,-1.17055,-1.10622,-0.881153,0.151622,-1.1084,-2.647,-0.0449424,0.0938631,-2.55591,0.717077,-2.83688,0.890578,0.361956,0.548969,-2.3457,-1.28286,3.69826,-4.03028,-1.21027,-1.13323,-0.95098,0.183071,-2.93377,-1.31113,-0.0252786,0.111277,-2.22059,0.732876,-4.54211,-2.15223,0.378906,0.523732,-2.50474,-1.3401,3.85396,0.047415,-1.13236,-1.1072,-1.02544,0.167786,-1.4727,2.49857,0.130974,0.192121,-0.128019,0.82377,-2.83301,0.890578,0.839809,0.695246,1.11351,-1.33345,5.66366,-0.521565,-1.18352,-1.11666,-0.468794
1.22,0.207984,0,0.667934,0.191374,0.235691,0.575189,0.71626,-0.705345,1.55851,0.706182,0.651659,0.454327,-1.26776,3.18871,-1.80177,-1.21053,-1.10622,-0.881153,0.118469,-2.41058,-0.964793,-0.00798774,0.0938631,-2.55591,0.644532,-3.32908,-2.44909,0.551579,0.548969,-2.3457,-1.25312,0.618736,0.28449,-1.17746,-1.13323,-0.95098,0.125028,-2.88339,-0.14843,0.0113836,0.111277,-2.22059,0.646343,-4.86378,-0.643195,0.427161,0.523732,-2.50474,-1.2782,3.36867,-0.331905,-1.12774,-1.1072,-1.02544,0.151829,-0.403054,0.0494766,0.141013,0.192121,-0.128019,0.785832,-0.682092,1.88011,0.757115,0.695246,1.11351,-1.2555,2.14333,-1.13796,-1.1431,-1.11666,-0.468794
1.24,0.203927,-0.213154,-0.0494766,0.369899,0.260083,0.244405,0.707297,-0.248034,0.173168,0.94786,0.721736,2.79386,-1.23478,0.71377,-0.331905,-1.37908,-1.18312,-2.28584,0.0748084,-1.81375,0.0742148,-0.229784,-0.0190407,-2.95862,0.59412,-2.70124,1.80589,0.46639,0.491127,-0.64569,-1.23549,0.824981,0.806056,-1.57719,-1.23072,-4.00992,0.074132,-2.57335,1.28639,-0.0838839,0.0285429,-1.66717,0.560961,-4.0693,1.28639,0.477477,0.457435,-0.867859,-1.2283,2.31723,-0.521565,-1.43659,-1.20634,-3.90398,0.148317,-0.0426308,-0.0247383,0.281643,0.19873,0.588248,0.777778,-0.313917,-0.0247383,1.007,0.796023,3.47595,-1.22729,1.42147,0.711226,-1.32795,-1.17407,-1.89738
1.26,0.220791,0.654964,2.42435,0.268225,0.259241,-0.480138,0.728764,1.56959,2.8449,0.998068,0.786084,3.29054,-1.24058,-1.68838,-1.84919,-1.43182,-1.22793,-1.89057,0.0342365,-1.6936,-3.85917,-0.270577,-0.0787264,-2.94109,0.543042,-1.8835,0.272121,0.527471,0.485996,0.0923604,-1.25756,-3.36867,-6.49586,-1.64315,-1.3265,-5.32424,0.0327123,-2.2168,-0.222645,-0.0357086,0.000186619,-1.20782,0.502253,-2.08116,1.38534,0.474872,0.448013,-0.0675917,-1.22863,-2.52752,-3.31905,-1.59029,-1.29788,-5.00791,0.162517,0.965005,1.60799,0.286696,0.215173,1.00549,0.800244,2.34469,1.6822,0.994217,0.872277,3.80364,-1.22331,-1.2678,-1.46987,-1.32372,-1.21334,-1.75534
1.28,0.234416,0.40693,0.173168,0.120542,0.240878,-1.42807,0.777935,3.36783,1.18744,1.01816,0.853357,3.09156,-1.2862,-2.74185,-0.47415,-1.43924,-1.25874,-1.21748,-0.0257736,-3.41046,-1.41008,-0.22465,-0.136684,-2.82437,0.528236,-0.40693,0.371074,0.646343,0.494821,0.694592,-1.35275,-5.22488,-1.84919,-1.71843,-1.44369,-5.97161,0.00310087,-1.25567,0.470027,-0.0367464,-0.0197701,-0.865136,0.484964,-0.457312,0.173168,0.46906,0.454731,0.658426,-1.30849,-5.05503,-0.711226,-1.68394,-1.40665,-5.51794,0.187284,1.40682,0.643195,0.319463,0.23895,1.25726,0.845085,2.86014,0.321598,1.00244,0.948168,3.44982,-1.24941,-1.50438,-0.142245,-1.30969,-1.24429,-1.29586
